wavenum,ideo5,edits_clean_text,qpos,trump_stance_auto,lexicoder_sentiment,fold,vader_sentiment,SVM_sentiment,BERT_sentiment,SVM_stance,BERT_stance,vader_scores
8,Conservative,president donald trump is trying to make america great again,1,1,1,4,1,1,1,1,1,0.6249
8,Very conservative,donald trump,1,1,,2,,0,0,0,0,0
8,Conservative,the new supreme court judge economy jobs donald trump putting america first again instead of the rest of the world,1,1,,2,1,1,1,1,1,0.5574
8,Moderate,getting rid of donald trump ! i hope,1,0,1,1,1,1,1,0,0,0.4926
8,Moderate,removal of the corrupt person sitting in the white house and the spineless republican congress and senate,1,0,0,2,,0,1,0,0,0
8,Very conservative,that donald trump will continue to be president paul ryan will be replaced as house speaker and the democrats and mainstream media will continue to suffer from donald trump derangement syndrome oh and george soros will piss away a lot of money in the 2018 elections supporting loser socialist candidates,1,1,0,4,0,0,0,1,0,-0.7717
8,Moderate,donald trump,1,1,,5,,0,0,0,0,0
8,Moderate,getting rid of donald trump,1,0,,5,,1,1,0,0,0
8,Very conservative,donald trump,1,1,,1,,0,0,0,0,0
8,Very conservative,the kept promises and success of donald trump agenda,1,1,1,3,1,1,1,1,1,0.743
8,Moderate,that the more disgusting donald trump acts the greater number of democrats will be elected in november hopefully to get him impeached,1,0,,4,1,1,1,0,0,0.204
8,Moderate,closer to donald trump presidency ending,1,0,,5,,1,1,0,0,0
8,Liberal,maybe mr joe biden will run for president,1,0,,2,,0,1,0,0,0
8,Very conservative,donald trump,1,1,,1,,0,0,0,0,0
8,Conservative,if the republicans can get enough votes to keep the house and senate so president donald trump can complete the job we sent him to do !,1,1,,2,,0,1,0,1,0
8,Moderate,donald trump resigning or being impeached,1,0,0,1,0,1,1,0,0,-0.2263
8,Very conservative,more victories by president donald trump,1,1,1,1,,1,1,0,1,0
8,Very conservative,donald trump,1,1,,1,,0,0,0,0,0
8,Very conservative,our president and hopefully the supreme court,1,1,1,4,1,1,1,0,0,0.743
8,Moderate,with this president there isnt hope going nowhere,1,0,,2,0,1,1,0,1,-0.3412
8,Very conservative,im hopeful that president donald trump survives all the negativity and lack of help for either side and most american people,1,1,1,5,1,1,1,1,1,0.1027
8,Liberal,robert mueller mueller report about president donald trump,1,0,,1,,1,1,0,1,0
8,Conservative,that donald trump will have two more years left in his term of office the real possibility that leftist politicians and policies will be repudiated in the november elections !,1,1,0,5,,1,1,1,0,0
8,Conservative,president donald trump plan for america,1,1,,5,,1,1,1,1,0
8,Very conservative,president donald trump being president,1,1,,2,,1,1,1,1,0
8,Moderate,better president,1,0,1,2,1,1,1,1,1,0.4404
8,Very conservative,donald trump will prevail in the midterm elections,1,1,,2,,1,1,0,1,0
8,Conservative,president donald trump ! ! !,1,1,,3,,1,1,1,1,0
8,Moderate,that we have donald trump as president,1,1,,1,,1,0,0,1,0
8,Liberal,getting rid of donald trump,1,0,,2,,1,1,0,0,0
8,Liberal,donald trump will be removed from office,1,0,,3,,1,1,0,0,0
8,Conservative,president donald trump will still be pushing his agenda and will have even more success after the republicans retain the house and possibly gain more seats in the senate the wall will be built,1,1,1,2,1,1,1,1,1,0.8122
8,Moderate,that president donald trump is getting rid of wasteful regulations,1,1,0,4,,1,1,0,1,0
8,Very conservative,donald trump renegotiating trade deals with other countries,1,1,,4,,1,1,1,1,0
8,Very liberal,midterm elections to flip the house and senate to democrat and shut donald trump down and remove him,1,0,0,2,,1,0,0,0,0
8,Very liberal,new president,1,0,,2,,1,1,0,0,0
8,Very conservative,donald trump is president,1,1,,3,,1,1,1,1,0
8,Moderate,donald trump,1,1,,5,,0,0,0,0,0
8,Very liberal,voting the donald trump team out,1,0,,5,,1,1,0,0,0
8,Conservative,hopefully a new president,1,0,1,5,1,1,1,0,0,0.4019
8,Conservative,donald trump fixing the problems in this country,1,1,0,4,0,0,1,0,1,-0.4019
8,Very liberal,i hope donald trump and family are impeached and a blue wave puts women into positions of power,1,0,1,4,1,1,1,0,0,0.4404
8,Liberal,democratic takeover of congress possible impeachment of donald trump,1,0,,2,,1,1,0,0,0
8,Moderate,donald trump economy,1,1,,1,,1,1,1,1,0
8,Moderate,we are one step closer to getting donald trump out of office,1,0,,4,,1,1,0,0,0
8,Very conservative,that there are a lot of good people that love this country and proved it by electing donald trump despite all the talking heads that spewed the lies that he would lose,1,0,1,2,1,1,1,0,1,0.3818
8,Liberal,donald trump impeached,1,0,,1,,1,1,0,0,0
8,Conservative,commander in chief donald trump,1,1,,4,,0,1,0,1,0
8,Liberal,im hopeful that people will get out and vote against donald trump and his policies in november,1,0,,1,1,1,1,0,0,0.5106
8,Moderate,that donald trump keeps making better deals that benefit the u s a,1,1,1,1,1,1,1,1,1,0.7096
8,Conservative,the economy is doing better and will continue to do better if we keep our president,1,1,1,1,1,1,1,1,1,0.7003
8,Moderate,im hopeful that the november elections will produce results that will help check donald trump reign of terror and error,1,0,,1,0,1,1,0,0,-0.0258
8,Not sure,donald trump possible impeachment,1,0,,4,,1,1,0,0,0
8,Moderate,donald trump declining polls,1,0,,4,,1,1,0,0,0
8,Very liberal,getting rid of donald trump,1,0,,3,,1,1,0,0,0
8,Not sure,i dont see anything that is going to be hopeful in the next 12 months unless things in the white house change,1,0,1,5,1,1,0,0,1,0.5106
8,Very conservative,donald trump will be in prison along with most of his staff and family,1,0,0,2,0,0,0,0,0,-0.5106
8,Not sure,donald trump impeachment,1,0,,2,,1,1,0,0,0
8,Liberal,the possibility that president donald trump might be indicted or impeached,1,0,,2,,1,1,0,0,0
8,Liberal,i hope that a blue wave really happens this midterms and the democrats retake the house it would be a powerful message that the donald trump agenda isnt working and we need leadership that will be a check on him,1,0,1,4,1,1,1,0,0,0.6908
8,Very liberal,the robert mueller mueller investigation watching donald trump associates be indicted and plead guilty in federal court,1,0,0,1,0,1,1,0,0,-0.4215
8,Very conservative,what our president is trying to do,1,1,,1,,0,0,1,1,0
8,Liberal,the winning back of one or both houses of congress by the democrats leading to the indictment and or removal from office of a dangerous treasonous dictator donald trump,1,0,0,5,0,0,1,0,0,-0.5267
8,Moderate,many die hard republicans dont like donald trump,1,0,0,2,0,1,0,0,0,-0.7514
8,Liberal,new president,1,0,,1,,1,1,0,0,0
8,Moderate,our presidents resolve and strength in the face of unprecedented societal political media and entertainment abuse and bullying by the radical left,1,1,,4,0,0,1,1,1,-0.128
8,Very conservative,a president with balls,1,1,,4,,0,0,1,0,0
8,Liberal,the chance democrats can win big in the midterm elections and maybe get rid of that jerk in the white house !,1,0,,4,1,1,1,0,1,0.5707
8,Moderate,a president who is working hard to make things happen like making trade with other countries more fair,1,1,1,2,1,1,1,1,1,0.5709
8,Conservative,that we have donald trump for president !,1,1,,5,,1,0,1,1,0
8,Very conservative,that the investigation against the president will end with his exoneration and that those who broke the law in trying to derail his presidency will be prosecuted i have hope that the president will be able to continue to strengthen our country that there will be justice that the left will be defeated and at least for a time the lives of my children and grandchildren will improve,1,1,0,2,1,1,1,1,1,0.2023
8,Conservative,donald trump as our president,1,1,,4,,0,1,0,1,0
8,Liberal,bipartisan praise for john mccain and what he stood for gives pause to the everyday chaos of the donald trump administration hoping that carries through the to midterm and future elections,1,0,1,2,1,1,1,1,0,0.4019
8,Moderate,president donald trump and the brave heroes who risk their lives to support him,1,1,1,4,1,0,1,0,1,0.8074
8,Liberal,america is voting more progressive people into lower offices and will hopefully make a better decision about the next president,1,0,1,1,1,1,1,1,0,0.5267
8,Very conservative,president donald trump,1,1,,1,,1,1,1,1,0
8,Very liberal,the president will be impeached,1,0,,3,,1,1,0,0,0
8,Moderate,the white house coming clean with donald trump dealings with collusion,1,0,1,5,1,0,1,1,0,0.4019
8,Very conservative,that president donald trump will enforce the laws in place to protect our country from terrorist and help our police forces to control our streets better,1,0,1,1,1,1,1,0,1,0.3612
8,Moderate,donald trump leaves the white house,1,0,,2,,0,1,0,0,0
8,Moderate,donald trump presidency,1,1,,4,,0,0,0,0,0
8,Very conservative,donald trump being our president,1,1,,2,,0,1,0,0,0
8,Very conservative,donald trump,1,1,,2,,0,0,0,0,0
8,Moderate,there could be government oversight regarding donald trump and his more extreme policies,1,0,0,5,,0,0,0,0,0
8,Very conservative,i think our president is doing a good job,1,1,1,1,1,1,1,1,1,0.4404
8,Liberal,donald trump gets impeached,1,0,,2,,1,1,0,0,0
8,Very conservative,donald trump being president,1,1,,3,,0,0,0,0,0
8,Moderate,donald trump out of office,1,0,,4,,1,1,0,0,0
8,Conservative,president donald trump trying to get what he ran on done,1,1,,2,,1,1,1,1,0
8,Very conservative,donald trump will still be president,1,1,,2,,1,1,0,1,0
8,Not sure,i cant say hopeful or where america is heading in the next 12 months lets start with 2016 no good candidates for the white house and democrats and republicans are coming to some agreement and with the crisis were in how do we go forward as a nation,1,1,1,1,0,1,1,0,0,-0.7191
8,Very conservative,president donald trump is working to appoint constitutionally minded judges and justices,1,1,,5,,1,1,1,1,0
8,Very conservative,support of donald trump brett kavanaugh on the supreme court,1,1,1,3,1,0,1,1,0,0.743
8,Conservative,president donald trump,1,1,,5,,1,1,1,1,0
8,Very liberal,donald trump gone with mike pence,1,0,,3,,1,1,0,0,0
8,Moderate,let donald trump serve term 2,1,0,,2,,1,1,0,0,0
9,Conservative,the economy is booming because of president donald trump and im hopeful as long as no one tries to mess it up,1,1,,4,0,1,1,1,1,-0.1027
9,Conservative,president donald trump puts america first,1,1,,2,,1,1,1,1,0
9,Very conservative,president donald trump stubbornness on common issues,1,1,0,4,0,1,0,1,1,-0.2732
9,Moderate,the fact that president donald trump continues to work hard for our country and the people who live here legally,1,1,0,4,,0,1,1,1,0
9,Very conservative,that the president might be able to continue to make this place better,1,1,1,2,1,1,1,0,1,0.4404
9,Moderate,the continuation of donald trump term,1,1,,1,,0,0,0,0,0
9,Moderate,donald trump plan for immigration,1,0,,2,,1,1,1,1,0
9,Liberal,that the house with impeach donald trump,1,0,,5,,1,1,0,0,0
9,Conservative,the donald trump economy will continue to grow in the stock market will continue to grow,1,1,,2,,1,1,1,1,0
9,Moderate,we will keep on no matter who is president,1,0,,3,0,1,1,1,1,-0.0191
9,Very conservative,we have a president in mr donald trump which will stand for our american values and principles,1,1,1,5,1,1,1,1,1,0.4019
9,Moderate,the democrats are regaining control of the house and can proceed with investing the illegal actions of president donald trump,1,0,0,2,0,1,1,1,0,-0.5574
9,Very conservative,i look at what president donald trump has accomplished and i have hope ! i hope the change will continue,1,1,1,1,1,1,1,1,1,0.8398
9,Conservative,what makes me most hopeful about the next year is knowing that president donald trump is going to do his best for americans we can trust him,1,1,1,5,1,1,1,1,1,0.902
9,Very conservative,im hoping our president can secure our borders,1,1,1,4,1,1,1,1,1,0.6369
9,Conservative,hopefully congress can work with the president in solving problems and not creating petty problems,1,1,0,2,1,1,1,1,1,0.5207
9,Very liberal,the possibility of the president being impeached,1,0,,5,,1,1,0,0,0
9,Moderate,i hope that now democrats have regained some control that donald trump and republican crimes will be prosecuted,1,0,,1,1,1,1,1,0,0.0772
9,Very conservative,the president of the united states and his leadership,1,1,1,2,1,0,1,1,1,0.4215
9,Moderate,if the president left,1,0,,1,,0,0,1,0,0
9,Conservative,we have a president who fights every for the american people,1,1,0,5,0,1,1,1,1,-0.4019
9,Very conservative,donald trump will still be our president and lead us to great possibilities in our country and the world,1,1,1,3,1,1,1,0,1,0.6249
9,Conservative,this democrat win in the house of representatives will most likely guarantee a win for donald trump in 2020,1,0,1,5,1,1,0,1,1,0.8714
9,Very liberal,impeaching the president and supreme court judge,1,0,,1,1,1,1,1,1,0.5574
9,Conservative,that our president will continue on his path to making american people first before all else,1,1,,2,,1,1,1,1,0
9,Liberal,getting rid of donald trump,1,0,,1,,1,1,0,0,0
9,Very conservative,donald trump,1,1,,2,,0,0,0,0,0
9,Very conservative,donald trump ability to negotiate between opposing groups,1,1,,4,1,0,1,0,0,0.3182
9,Conservative,the republicans have the majority in the senate which can be helpful for the president accomplishing his agenda to make america better,1,1,1,2,1,1,1,0,1,0.6908
9,Liberal,election in the democratic column that will bring in more women and diversity to the congress and the voice of the working class and not rich people and corporations in the u s and other countries that are making donald trump and republicans wealthy,1,0,1,2,0,0,1,0,1,-0.1088
9,Very liberal,im hopeful that the newly democratic house will put a check on this presidents illegal behavior and even give us a silver of hope to repair the damage donald trump has done,1,0,1,3,0,1,1,0,0,-0.1531
9,Liberal,the investigations into donald trump many issues,1,0,,5,,0,0,0,0,0
9,Very conservative,donald trump is president and not likely to take bull,1,1,0,5,,0,1,0,0,0
9,Very liberal,that democrats have the house maybe the donald trump investigation will go somewhere,1,0,,2,,1,1,0,0,0
9,Very conservative,that donald trump will still be president,1,1,,4,,0,0,0,0,0
9,Very liberal,nothing im looking forward to 2020 when donald trump will lose the reelection,1,0,,2,0,1,1,1,0,-0.4019
9,Conservative,the election of so many conservatives in the senate also the president is now polling around 50%,1,1,,5,,0,1,0,0,0
9,Moderate,new president,1,0,,5,,1,1,0,0,0
9,Conservative,the president has the senate to help him and hopefully the house will try instead of,1,1,1,4,1,1,1,1,1,0.6597
9,Very liberal,well to recapture the congress and some governors will help to control the donald trump disaster,1,0,1,5,0,0,1,0,0,-0.0772
9,Conservative,president donald trump,1,1,,1,,1,1,1,1,0
9,Very conservative,donald trump has the country and economy moving in the right direction and republicans have the senate,1,1,1,3,,1,1,1,1,0
9,Conservative,donald trump,1,1,,1,,0,0,0,0,0
9,Very conservative,donald trump,1,1,,4,,0,0,0,0,0
9,Moderate,the democrats have control of the house and can act as a check on donald trump and the gop,1,0,,4,,1,1,0,0,0
9,Conservative,as long as we have president donald trump working as hard as he is we will be ok,1,1,,1,1,1,1,1,1,0.2023
9,Moderate,the democrats are finally in charge of the house so maybe they can curb donald trump,1,0,0,3,,1,1,1,1,0
9,Very liberal,hopefully the democrats will put some kind of checks on donald trump he is the worst president ever !,1,0,,1,0,1,1,0,1,-0.4003
9,Not sure,we need a new president,1,0,,5,,1,1,0,1,0
9,Very conservative,our president,1,1,,1,,1,1,1,0,0
9,Very conservative,president donald trump,1,1,,2,,1,1,1,1,0
9,Very conservative,we have a strong president and a mostly conservative senate,1,1,1,5,1,1,1,1,1,0.5106
9,Conservative,i hope america come together as one nation regardless of what happens in the white house,1,0,1,5,1,1,1,0,0,0.4404
9,Liberal,we have control of the house and can help keep check on the president and the republicans in washington,1,0,1,1,1,1,1,0,0,0.4019
9,Conservative,that our president isnt strongly beholden to any party,1,1,,4,1,0,0,0,0,0.223
9,Conservative,president donald trump and control of the u s senate,1,1,,4,,0,1,1,1,0
9,Moderate,women are taking the lead the democratic house will be able to be a check on the racist piece of s    currently occupying the white house democrats will push for daca and reasonable immigration reform and protect the affordable care act,1,0,1,5,1,1,1,0,0,0.2023
9,Moderate,that our president is allowed to do the job that he is capable of,1,1,1,2,1,1,1,1,1,0.3818
9,Conservative,president donald trump,1,1,,2,,1,1,1,1,0
9,Very conservative,hope donald trump can still accomplish some good for us,1,1,1,4,1,1,1,1,1,0.8225
9,Very liberal,democrats holding donald trump divisive actions in check,1,0,0,2,,1,0,0,1,0
9,Very conservative,donald trump,1,0,,2,,0,0,0,0,0
9,Moderate,donald trump needs to be put in his place,1,0,,3,,1,1,0,0,0
9,Moderate,a democrat house to check donald trump,1,0,,5,,1,0,0,0,0
9,Liberal,the younger generation is smart enough to see through donald trump,1,0,1,3,1,1,1,1,1,0.4019
9,Very liberal,that the democrats have regained control of the house and can hopefully stymie many of donald trump and the republicans harmful policies also that many minorities were elected to public office,1,0,,4,1,1,1,0,0,0.4019
9,Very liberal,the democratic house acting as a check on the president,1,0,,5,,0,1,0,0,0
9,Very liberal,reversing at least some of the damage from donald trump policies especially related to immigration the environment and gun control,1,0,0,1,0,0,1,0,0,-0.6808
9,Conservative,president donald trump is our current president,1,1,,1,,0,0,1,1,0
9,Very conservative,the department of justice will release all the fisa application information and the truth of the fbi spying on the donald trump campaign will be brought to light !,1,1,1,1,1,0,1,1,0,0.7177
9,Very conservative,donald trump is still president the republicans still hold the senate and brett kavanaugh is on the supreme court,1,1,,1,1,0,0,1,1,0.5574
9,Conservative,president donald trump,1,1,,3,,1,1,1,1,0
9,Very conservative,our president and senate,1,1,,5,,0,0,1,0,0
9,Conservative,a new president and more women in politics and congress,1,0,,3,,1,1,0,0,0
9,Liberal,well with our new president i think things might be looking up so the next 12 should be great,1,1,1,1,1,1,1,1,1,0.7351
9,Very conservative,that president donald trump should be able to get many of his judicial appointments confirmed,1,1,1,1,,1,1,0,1,0
9,Liberal,that donald trump presidency will end soon,1,1,,5,,1,0,0,0,0
9,Liberal,the democrats gained the house of representatives and enough governorships to oppose gerrymandering they can investigate donald trump,1,0,0,4,1,1,1,0,0,0.3818
9,Conservative,our president i believe hes doing the right thing,1,1,1,2,,0,1,0,1,0
9,Liberal,the recent democratic gains in the house of representatives i think this will help check donald trump extremism and racist behaviors,1,0,0,3,1,1,1,0,0,0.0258
9,Conservative,donald trump leadership,1,1,,4,,1,1,1,1,0
9,Very conservative,our president,1,1,,2,,1,0,1,0,0
9,Very conservative,im confident my president will continue to make america great again,1,1,1,2,1,1,1,1,1,0.8074
9,Very conservative,that the president will try to get more things accomplished while he is office,1,1,1,3,1,1,1,1,1,0.4902
9,Very conservative,that donald trump gets impeach,1,0,,4,,1,1,0,0,0
9,Conservative,that donald trump will be impeached soon,1,0,,5,,1,1,0,0,0
9,Conservative,donald trump,1,1,,1,,0,0,0,0,0
9,Conservative,i hope president resigns,1,1,,2,1,1,1,0,0,0.1531
9,Liberal,im hoping that the changing of the house will start to put more pressure on republicans and some of the newly elected governors will do something to help with the huge issue of gerrymandering with luck the next 12 months will lay the ground work for a good 2020 census better maps and a better election in the years to follow also it would be cool if we could investigate donald trump with out conflicts of interest or the pulling of strings,1,0,1,3,1,1,1,1,0,0.9566
9,Moderate,that someone like donald trump is in office and willing to take on all offenders of the laws,1,1,,4,,0,1,0,0,0
9,Moderate,donald trump has been stymied,1,0,,4,,0,0,0,0,0
9,Moderate,donald trump,1,1,,1,,0,0,0,0,0
9,Liberal,robert mueller mueller investigation of donald trump,1,0,,2,,1,1,0,0,0
9,Conservative,donald trump is leading this country in the right direction and honors god,1,1,1,4,1,1,1,1,1,0.6597
9,Conservative,hoping that donald trump will be making rational and common sense decisions,1,1,1,3,1,1,1,0,1,0.4215
9,Conservative,donald trump,1,1,,1,,0,0,0,0,0
9,Very conservative,another 6 years of a donald trump presidency,1,1,,1,,0,0,0,0,0
9,Moderate,the only thing im hopeful about is the fact that the democrats took control of the house to hopefully stop donald trump from ruining our country,1,0,1,2,1,1,1,0,0,0.4215
9,Conservative,the president can implement his agenda,1,1,,4,,1,1,1,1,0
9,Liberal,democrats against donald trump,1,0,0,1,,0,1,1,1,0
9,Very conservative,i hope that ruth badger ruth bader ginsburg retires or passes away so that the president can nominate another constitutional judge to the supreme court,1,1,,5,1,1,1,0,0,0.7579
9,Very liberal,the new power in the house can change and effect donald trump and his policies,1,0,,5,,1,1,0,0,0
9,Conservative,we have president donald trump at the helm so things should go good,1,1,1,2,1,1,1,1,1,0.4404
9,Liberal,impeaching donald trump,1,0,,5,,1,1,0,0,0
9,Moderate,donald trump free,1,0,1,2,1,0,1,0,1,0.5106
9,Very conservative,president donald trump and his decisions,1,1,,3,,0,0,0,0,0
9,Conservative,that we finally have a good president,1,1,1,3,1,1,1,1,1,0.4404
9,Very liberal,democrats have taken back the house and can put checks on donald trump,1,0,,4,,1,1,1,0,0
9,Very liberal,the impeachment of the president,1,0,,5,,1,1,0,0,0
9,Moderate,that more people will come to the donald trump side,1,1,,3,,0,1,0,0,0
9,Conservative,we have a great president !,1,1,1,2,1,1,1,1,1,0.6588
9,Liberal,donald trump leave the president of united states position,1,0,1,4,1,0,1,0,0,0.3818
9,Conservative,our president,1,1,,5,,1,1,1,0,0
9,Very conservative,the fact that donald trump is our president i said for years we needed a business man in there and just look at what all he has accomplished,1,1,1,2,1,1,1,1,1,0.4404
9,Conservative,the fact that the republicans won more seats in the senate and the fact that donald trump has accomplished so many terrific things if he can stop the invasion of illegal migrants that would be miraculous,1,1,1,5,1,1,1,0,1,0.6344
9,Conservative,president donald trump policies,1,1,,2,,1,1,1,1,0
9,Moderate,president donald trump will continue to fight for the people,1,1,0,2,0,1,1,1,1,-0.3818
9,Moderate,donald trump,1,1,,4,,0,0,0,0,0
9,Very conservative,donald trump,1,1,,3,,0,0,0,0,0
9,Liberal,possibility of voting donald trump out,1,0,,2,,1,1,0,0,0
9,Moderate,im extremely hopeful thanks to donald trump he is making this a better place to live again he is the best thing that has ever happened to the u s a and im looking forward to more,1,1,1,1,1,1,1,0,1,0.9309
9,Very conservative,the fact that we have a strong president who will do everything he can to save our country in spite of the unjustified hatred directed at him,1,1,0,5,0,1,1,1,1,-0.2732
9,Conservative,it will slowly get better as donald trump and his kind very slowly thin out and or go back into hiding,1,0,,1,1,0,1,0,0,0.6249
9,Very liberal,that the house is now in the hands of the democrats and that donald trump will be exposed as the fraud liar and thief that he is,1,0,0,2,0,1,1,0,0,-0.8957
9,Liberal,impeaching donald trump,1,0,,4,,1,1,0,0,0
9,Moderate,hope that democrats will pass needed legislation and keep watch over government agencies that donald trump has trampled,1,0,,4,1,1,1,1,1,0.4404
9,Conservative,other countries no longer taking advantage of us they are now paying their fare share thanks to our president,1,1,1,3,1,0,0,0,1,0.5994
9,Moderate,democrats able to launch investigations into the corrupt donald trump administration,1,0,0,3,,0,1,0,1,0
9,Moderate,president donald trump being able to keep his plans,1,1,,1,,1,1,1,1,0
9,Conservative,donald trump will be investigated,1,0,,4,,1,1,0,0,0
9,Very liberal,the house will start investigating the president without devin nunes getting in the way,1,0,,4,,1,1,0,0,0
9,Very conservative,donald trump,1,1,,1,,0,0,0,0,0
9,Liberal,im hopeful that there will be a check on donald trump when the democrats regain control of he house in january,1,0,1,1,1,1,1,0,0,0.5106
9,Very conservative,economy is going great my 401k is doing well and the president is hopefully going to work with the new congress i just wish the congress loved america more than they hated president donald trump,1,1,1,5,1,1,1,1,1,0.8761
9,Very liberal,the mueller investigation will expose donald trump crimes,1,0,0,5,0,1,1,0,1,-0.1531
9,Conservative,president donald trump,1,1,,2,,1,1,1,1,0
9,Liberal,investigating donald trump,1,0,,4,,1,1,0,0,0
9,Moderate,house of republicans bite donald trump in the ass,1,0,0,3,0,1,0,0,0,-0.5423
9,Liberal,when donald trump is impeached,1,0,,5,,1,1,0,0,0
9,Moderate,to donald trump getting called out by legal authorities to answer for himself,1,0,,3,1,1,1,0,0,0.128
9,Conservative,donald trump is still president,1,1,,2,,0,0,0,0,0
9,Moderate,with president donald trump at the helm and and a strong conservative congress we will pull through this major blip in our countries history but there must be a stop to this liberal rant and racism from the left most students today are taught by left leaning educators they dont teach anymore that the democrats in this country obstructed and voted against the civil rights of blacks in this country have flummoxed the back people of this country into thinking the conservative segment of of the u s a are racists since the civil war conservatives have fought and championed the plight of blacks in this country it is the low information population who buy into these diatribes against the right im a moderate conservative i believe in 2nd amendment right roe v wade education for all legal immigration into this country it has worked for 2 hundred years the years of compromise is behind us we need to make it happen again by the way im 71 and came to this country as an 8 year old legally in order to enter the u s my father had to sign legal documents he and our family wouldnt be charges on the dole why are people living below the poverty level not getting federal aid or state aid and aliens get a boatload of benefits from our government without 1st paying into system,1,1,1,3,0,0,1,1,1,-0.9684
9,Very conservative,donald trump will try to make america great again trying very hard to keep all under control to bring it back to where it should be,1,1,1,3,1,1,1,1,1,0.5279
9,Moderate,everything donald trump has accomplished for which there is little recognition,1,1,1,2,1,1,0,1,1,0.4404
9,Liberal,donald trump taxes being investigated,1,0,,2,,1,1,0,0,0
9,Moderate,president donald trump agenda,1,1,,3,,1,1,1,1,0
9,Moderate,president donald trump,1,1,,2,,1,1,1,1,0
9,Very conservative,president donald trump thats not slow down for anyone ! he is a very smart businessman and he will continue to legislate and push forward ! !,1,1,1,5,1,1,1,1,1,0.5952
9,Conservative,that we have a strong president that does his best to keep his promises,1,1,1,2,1,1,1,1,1,0.8779
9,Moderate,donald trump,1,1,,1,,0,0,0,0,0
9,Conservative,we have donald trump,1,1,,5,,1,1,0,1,0
9,Very liberal,president donald trump will be impeached,1,0,,1,,1,1,0,0,0
9,Conservative,that the congress and the president can work together to make this a better country,1,1,1,4,1,1,1,0,1,0.4404
9,Very liberal,donald trump impeachment and hopefully incarceration,1,0,1,2,1,1,1,0,0,0.4019
9,Liberal,i hope that newly elected officials will finally stand up to this man and get his disrespectful ignorant self out of the white house,1,0,0,3,1,1,1,0,0,0.2023
9,Very conservative,the president has two months to get some things done,1,1,,5,,1,1,0,1,0
9,Liberal,democrats took the house and can hold donald trump accountable,1,0,1,1,,1,1,0,0,0
9,Liberal,that donald trump wont be able to do all he wants,1,0,,2,,1,0,1,1,0
9,Conservative,that president donald trump is still in charge,1,1,0,4,,1,0,1,0,0
9,Moderate,donald trump does nothing else stupid,1,0,0,5,1,0,0,0,0,0.4168
9,Moderate,the fact that democrats are the majority in the house gives me hope that donald trump wont become the dictator he hopes to be,1,0,1,3,1,1,1,0,0,0.6908
9,Moderate,donald trump takes on the democrats house and puts the hurt on china,1,1,0,2,0,0,1,1,1,-0.5267
9,Moderate,donald trump is the president and he wont take crap from antisemites in congress,1,0,0,2,1,0,0,0,1,0.2924
9,Very conservative,republicans still control the senate donald trump is still president,1,1,,3,,0,0,0,0,0
9,Conservative,president donald trump draining the dc swamp,1,1,,5,,1,1,1,1,0
9,Very conservative,donald trump will continue to make the economy better,1,1,1,4,1,1,1,1,1,0.4404
9,Very conservative,very hopeful about the vision mr donald trump has for our country,1,1,1,4,1,1,1,1,1,0.6801
9,Very conservative,the donald trump is moving ahead with our agenda and that the senate increased republicans,1,1,,4,1,1,1,1,1,0.2732
9,Liberal,donald trump nastiness being exposed,1,0,0,2,0,0,0,0,0,-0.34
9,Moderate,checks and balances coming donald trump way,1,0,1,5,,1,1,0,0,0
9,Liberal,hopefully the democrats will rein in the excesses of the president,1,0,1,4,1,1,1,1,1,0.4019
9,Conservative,there is a republican as president,1,1,,4,,1,1,0,1,0
9,Very liberal,the democrats controlling the house of representatives and using their committee powers to investigate every single unsavory detail about donald trump and his family,1,0,0,5,0,0,0,0,0,-0.4404
9,Very conservative,donald trump in the white house and republican control of the senate,1,1,,3,,0,0,0,0,0
10,Moderate,donald trump wont be president,1,0,,3,,0,1,0,0,0
10,Liberal,that we have a democratic body that stops him from ruining our country and that we wind up with a democrat president,1,0,0,1,0,0,1,0,1,-0.3818
10,Liberal,i kind of hope that donald trump is no longer president but im sure thats just a dream,1,0,1,5,1,1,1,0,0,0.6862
10,Liberal,that mr donald trump will be impeached the congress can get safer gun laws passed anyone that is connected to russia will be arrested better criminal and justice laws better conditions and reasons for incarceration,1,0,1,1,1,1,1,0,0,0.4767
10,Very liberal,impeaching donald trump,1,0,,3,,1,1,0,0,0
10,Very conservative,donald trump being president,1,1,,4,,0,0,0,0,0
10,Liberal,that the president might be impeached or that sometime in the future he will be charged with and tried for various criminal acts,1,0,0,5,0,1,1,0,0,-0.6369
10,Very conservative,president donald trump will do what he has to without democrats help,1,1,1,3,0,1,1,1,1,-0.3089
10,Conservative,only if the house tries to work with the with the president,1,1,,1,,0,1,1,1,0
10,Very conservative,the efforts of president donald trump to make america great again,1,1,1,4,1,1,1,1,1,0.6249
10,Very conservative,knowing that donald trump will be continuing on the same course he started on at the beginning of his presidency,1,1,,4,,1,0,0,0,0
10,Very conservative,donald trump policies will prevail donald trump will develop more statesman like behavior,1,1,1,2,1,0,1,0,0,0.4173
10,Liberal,that donald trump may be unelected soon,1,0,,1,,1,1,0,0,0
10,Moderate,donald trump will lose the election,1,0,0,1,0,1,1,0,0,-0.4019
10,Conservative,nancy pelosi will retire or president donald trump will declare a national emergency and build the wall,1,1,0,3,0,0,1,0,0,-0.3818
