user_screen_name,text,ideology_score,vader_sentiment,vader_sentiment_raw,bert_stance,stance
priyapabz,RT @diddy: Women will change the world so proud of our queens!! #womensmarch https://t.co/3eHWvmEO9l,-0.665483103,1,0.6783,1,1
AlejoLenis,"RT @Snowden: Boston, St. Louis, DC; crowds still gathering. But it's not what you see at the top of @NYTimes or @WashingtonPost. #WomensMar…",-0.237074828,1,0.296,1,1
hawaiianlove68,"RT @deejay90192: #WhyIMarch Equality for Women, Civil Rights, Voting Rights LGBTQ Immigration. RT if you agree #WomensMarch #AddHerName #St…",-1.380276201,1,0.3612,1,1
kaaaaiiiit,Go grandma https://t.co/YY6L3bXOqp,-0.26564043,,0,1,1
MyDrake_4,RT @aurabogado: thread https://t.co/ICAOe1hkbL,-2.125193059,,0,1,1
babygfriend,RT @oopsmyhoran: To piękne że nawet gwiazdy sie tam pojawiły żeby walczyć o swoje prawa :') #WomensMarch https://t.co/MvrCkJSONu,0.31489872,1,0.5106,1,1
hicks_dana,RT @mametown: We out here. #WomensMarch https://t.co/b1wLOFLu4P,-1.427854634,,0,1,1
j4gypsy,Wooooeeeee https://t.co/PN8vNMZlEv,-1.436629036,,0,1,1
DaleXlnt,"RT @GeoffThorne: dear elected Democrats. This is the WORLD telling you we have your back. Spine up, fight or vacate for one who can. Your c…",-1.322357817,,0,0,1
nik_riv,"RT @hardball: ""If we learned anything in this election, it's that it's all at the local level."" Nayerra Haq #WomensMarch #hardball",-1.179367269,,0,1,1
caitgreenwood,RT @wsbtv: Cops high-fived marchers as they took to the streets of Atlanta today in solidarity with the #WomensMarch: https://t.co/88nZY7Xp…,-1.406325814,1,0.296,1,1
gracedby_grace,Almost in tears watching the live stream of #WomensMarch ✊,-1.065299608,0,-0.1585,1,1
usageb170,Great crowd!! Congratulations #WomensMarch@realDonaldTrump DID YOU GET THE MESSAGE!! We DO NOT LIKE YOU!!  #respect #women https://t.co/mek0kMKm75,-2.36515992,1,0.7151,1,1
euneirophrenic,"RT @AlexAllTimeLow: Sending my love and support to everyone marching today, wishing I could be there with you. Be safe. #WomensMarch",-0.584598658,1,0.8934,1,1
Mokomoko924,RT @astroehlein: #WomensMarch expected to be largest inauguration-related protest in US history. And the world. #resist https://t.co/NvMQyL…,-0.971015151,0,-0.25,1,1
shannadnelson,RT @scrowder: Rebutting Samantha Bee's abortions lies because #WomensMarch. #DailyCrowder &gt;&gt;  https://t.co/d7tD5Dyuzo https://t.co/ZF0HVuz9…,1.558899579,0,-0.4215,0,0
caddycohen,"RT @DCZia: This guy was SECRETARY OF STATE yesterday. Today, he marches against the new administration. This doesn't just...happen, y'all.…",-1.144551574,,0,1,1
cata27rodrigues,"RT @jnszinho: 🌸o melhor protesto da história que voce admira, aplaude e respeita🌸 #WomensMarch https://t.co/E9CLDlw2UW",-2.328498602,,0,1,1
calkino,"RT @KaivanShroff: Wow. Those ""coastal elites"" really turned out for the #WomensMarch https://t.co/2frHfCzN4U",-1.381295069,1,0.5859,1,1
Who_hing,"RT @Femiwikidotcome: #세계여성_공동행진_서울


#WomensMarch





페미위키 운영진 일부도 참여했어요! 현장에서 페미위키 뱃지를 찾아주세요. 페미위키 스티커를 나눠드려요! https://t.co/ZinZrqHbem",-2.355784649,,0,0,1
MindFeast622,"RT @womensmarch: Unity. Protection. Power. Progress. WOMEN RISE UP. Join us on the 21st at the #WomensMarch on Washington. 





#WMWArt: @weez…",-1.817935974,1,0.6124,1,1
AmyDelgado75,"RT @texyellowdogdem: Great protest sign from #WomensMarch...

Says it all...

Via @arkansasvance https://t.co/3lcsvp6h59",-2.353891428,1,0.4767,1,1
ipod_naino,RT @luckytran: Great sign! #WomensMarch https://t.co/PTI2Rg2ICz,-0.555567326,1,0.6588,1,1
Thyagonce,RT @sinnerforpanic: VOU TATUAR NA TESTA #WomensMarch https://t.co/Djg4qnOFmb,0.657268359,,0,1,1
PenquPenguin,"RT @TheRickyDavila: Omg, the #WomensMarch is in Antarctica, ANTARCTICA! ❤️ #StrongerTogether https://t.co/65h1OH5ciV",-1.335076292,,0,1,1
MonikaMevissen,RT @WJZDevin: Women in pantsuits dancing it out at #WomensMarch. #WJZ https://t.co/yWo4Hdk938,-1.536786601,,0,1,1
louisajmellor,"Failed to find my friends at the march, but how could you feel alone in this WONDERFUL crowd!! #womensmarch #london #humanrights https://t.co/DprnGbi815",0.298962429,1,0.7297,1,1
alonso92311,"RT @JuanCarlosCNN: El maestro de la luz y ganador del Oscar, Emmanuel Lubezki, presente en #WomensMarch de #LosAngeles. https://t.co/zFa3QF…",0.306664331,,0,1,1
nicole_leal_,"RT @womensmarch: —to protect, defend and advance human rights, even in the face of adversity.",0.04679328,0,-0.0516,1,1
AlannaRoyale,YES STL! https://t.co/6gqDUhexcS,-2.406192124,1,0.5754,1,1
ritaag,RT @marty_walsh: On my way to @BosWomensMarch--will I see you there? Looks like a large crowd already! #WomensMarch https://t.co/cG61IMI9rJ,-1.72068302,1,0.4199,1,1
DrJackyDavis,Such good humour and ingenuity here at #WomensMarch today. We aren't going anywhere @realDonaldTrump https://t.co/McjW0MOKIs,-0.347284369,1,0.7184,1,1
Orgleader,"RT @PrisonPlanet: #WomensMarch finally standing up for women being sexually assaulted by migrants.





Oh wait, they're protesting against a d…",2.389912826,0,-0.7351,0,0
khaleesi___b,Marching with my bae @melislee today 💜👯💙 #WomensMarch #WomensMarchTO #nastywomenunite https://t.co/BkRRxzxxuc,-1.227688811,1,0.8555,1,1
dorotheerudolph,RT @MargaretAtwood: Wonderful! #WomensMarch @IanMcKellen happily marching! https://t.co/oyOltXL9vn,-0.000809791,1,0.8353,1,1
JustBria1,"RT @cmclymer: All the poster board in DC is sold out, so I had to make do with canvas. See y'all tomorrow!





#WomensMarch https://t.co/3FwtZ…",-2.318348203,,0,1,1
amnestybe,RT @amnestyvl: Amazing turnout @Lights4Rights in #Brussels! Making some noise for #Humanrights ! #WomensMarch  #Inauguration https://t.co/a…,0.586203432,1,0.658,1,1
KamatPradip,@womensmarch in #Cleveland #Ohio speakers @RepMarciaFudge and @RepKaptur_Marcy https://t.co/Sk09tXmvNv,-1.618515831,,0,1,1
albrookshaw,RT @emma_t_n: A favorite so far. #WomensMarch https://t.co/46SF1X09xE,-0.93340816,1,0.4588,1,1
TheDurk2516,RT @juliaioffe: The most powerful sign of the #WomensMarch. https://t.co/IFHea1vykN,-0.838633587,1,0.4754,1,1
pikachuobando,RT @Nick_Offerman: I'm a nasty girl #WomensMarch https://t.co/GjFriucGUY,0.349153791,0,-0.5574,1,1
CianiMontague,RT @arteshajohnson_: #WomensMarch https://t.co/28PXhlsj9a,0.306554141,,0,1,1
sofiecn,Yes you can #WomensMarch https://t.co/ixOAMjWPnm,-0.437817353,1,0.4019,1,1
CescaTamburini,RT @stereothypes: Models standing for #WomensMarch https://t.co/vaiWUoO1SP,-0.698769942,,0,1,1
ok_loukah,RT @zapseattle: a few favorites #WomensMarch https://t.co/y5PYHt4Cts,-1.771651297,1,0.4215,1,1
galapenos,RT @thehill: L.A. #WomensMarch expected 80K protesters; 750K showed up https://t.co/3aZSl8GyNX https://t.co/uMBeYJAstb,-0.088776899,0,-0.2263,1,1
pattykanan,RT @PattyArquette: 370 Women's Marches Across US on Jan 21st Enter zip code 2 find a march near U or scroll down to find local marches http…,-1.677024049,,0,1,1
kencullen5150,RT @HispanicsTrump: So today Madonna threatened to blow up the White House at the #WomensMarch. Where is the media outrage?? This is a terr…,1.071619911,0,-0.786,0,0
omargp,"RT @splcenter: DC. 


Denver. 


St. Louis.


Chicago.





#WomensMarch


#TheMarchContinues https://t.co/4nnZUDMP78",-1.986378169,,0,1,1
dinahger,"RT @womensmarch: Today is the day. We stand together, recognizing that defending the most marginalized among us is defending all of us. #Wo…",-1.538482624,,0,1,1
ThaBearcat,RT @cmanduley: the aerials out of chicago #womensmarch are something else https://t.co/ucvwtVzYM5,-0.975157077,,0,1,1
bryanandrade_,RT @randyprine: Signs I saw from the #WomensMarch https://t.co/7iFJgplzNb,0.002964916,,0,1,1
outatownstrange,@womensmarch is a brilliant magnet for those with truth and justice in his heart,1.361855797,1,0.9287,1,1
SIGI_Jordan,"تضامن النساء حول العالم سبيلنا لحماية حقوقنا.


#WomensMarch


#SIGI_JORDAN",-1.342698744,,0,1,1
EarlofStonewall,RT @TheMorningSpew: Just because you have large breastasus does not mean you're a woman. https://t.co/6fhIG0wJId,1.907620229,,0,0,0
stopviolsexual,RT @mujeresjuezas: Se multiplica el apoyo a las Marchas de Mujeres contra Trump. #Amje se une en redes a la #WomensMarch  https://t.co/hkXn…,-1.527456673,,0,1,1
IrishJ64,"RT @harrysamermaid: It doesn't matter your age, size, nationality. 





We are together in this. 





We all are a voice and we are going be hear…",-0.450260807,0,-0.0191,1,1
hmc6,RT @julieward2_ward: Print it. Paste it. Post it. Just some of the art available to download free at https://t.co/7uq8406JMy #WomensMarch #…,-1.608887434,1,0.5106,1,1
paulyandco,"RT @DCZia: This guy was SECRETARY OF STATE yesterday. Today, he marches against the new administration. This doesn't just...happen, y'all.…",-0.816942495,,0,1,1
MacJoyful,RT @Politics_PR: Sir Ian McKellen holding the Picard meme at the #WomensMarch #TheResistance https://t.co/Smgmw9a48t,-1.561923578,,0,1,1
Analuchizzz,RT @clarkegriffrn: FUTURE IS FEMALE #WomensMarch https://t.co/FzIlDoN0Lc,-1.362961802,,0,1,1
DaraMilovanovic,"RT @womensmarch: At the #WomensMarch on Washington, we follow the principles of Kingian nonviolence. These great kids give voice to them. h…",-0.676751866,1,0.6249,1,1
Muhamma77430283,great https://t.co/o22O1jNqfH,-2.335108379,1,0.6249,1,1
SassyMissDem,Thank you Rep. Lee!! #WomensMarch #finallycourageintheHouse https://t.co/iWwjCCcCNz,-1.530645902,1,0.4738,1,1
meghelv,RT @AmnestyUK: What a great sign! This Malala Yousafzai quote seems very appropriate today... #WomensMarch https://t.co/yH1EXqa5Zn,-1.478921969,1,0.6588,1,1
txmonimo,RT @PEACETHAHARDWAY: What do you do when you're a 60-something satan-worshipping shriveled up pop-star trying to remain relevant? Lead the…,2.356815897,,0,1,0
mocoride,"RT @Sethrogen: I'm proud to be at the #WomensMarch in New Orleans, one of the greatest cities in the world. https://t.co/jneG6F1EcY",-1.457111002,1,0.8074,1,1
adnoctumsemper,RT @Marv_Vien: John Kerry spent his first day as a private citizen after 34 years at the #WomensMarch. https://t.co/qC19Uy9kfg,0.427861471,,0,1,1
doubleshiny,RT @BritishSignBSL: Today's #BritishSignLanguage sign is: WOMAN #WomensMarch - https://t.co/Nfh3klgk7g https://t.co/7G3DK73M2d,-1.230815102,,0,1,1
connieshih,RT @CNegarita: Paws up girls! @womensmarch #MarchOnWashington #WomensMarch https://t.co/pZh5H8KMc6,-0.666640054,,0,1,1
Krago_,"RT @PokeKellz: I've been told ""girls can't be funny""


Been told ""we can't pay you that""


Been told ""you'll want kids someday""


They're wrong.…",-1.167238908,0,-0.2047,0,1
flamingmoe5,"RT @RealJack: Saudi Arabia enslaves, rapes, and dehumanizes women on a daily basis but you don't see #WomensMarch protesting that...",1.728241156,0,-0.3187,0,0
duck_manson,"RT @almostjingo: That awkward moment when you realize the organizer of the #WomensMarch is pro Sharia Law, the very opposite of women's rig…",1.369112464,0,-0.1531,0,0
AngeldocD,"RT @KHayhoe: You know something's up when there's even a #WomensMarch in Lubbock TX, the 2nd most conservative city in the US. During a dus…",-0.982809715,,0,1,1
yvonne_erdmann,RT @realworldrj: @kevinmkruse Dallas https://t.co/S2YuXDOuDX,-1.443096666,,0,1,1
Loaanou,"RT @Kerracters: #Kerracters


@kerrywashington with @Janefonda, @AlfreWoodard &amp; @4everBrandy at #WomensMarch in Los Angeles. So much talent i…",-1.41724314,1,0.4728,1,1
CELESTAJOY,"RT @Zendaya: Couldn't be more proud....I am here, we are here!!! #WomensMarch https://t.co/HibJJlcTTC",-1.172915152,,0,1,1
tweeharley823,"RT @KHayhoe: You know something's up when there's even a #WomensMarch in Lubbock TX, the 2nd most conservative city in the US. During a dus…",-1.197190932,,0,1,1
hmgflyer,RT @DanaPiccoli: #WomensMarch #Charlotte https://t.co/k68etrYZBE,-1.376343534,,0,1,1
JordanTlow,"RT @HillaryClinton: Thanks for standing, speaking &amp; marching for our values @womensmarch. Important as ever. I truly believe we're always S…",-1.539223405,1,0.8519,1,1
tvc3232,@30daysof @womensmarch And why do think the we are uniting immediately after the inauguration of Trump? #Resist,-2.007313917,,0,1,1
kc749,RT @missmorenab: On Nov 8th I wasn't so proud of my country. Today I am. #ImWithHer #WomensMarch  https://t.co/LopwDgUnxV,-1.54077972,0,-0.4962,1,1
shyamvaran,"RT @MyDaughtersArmy: Amazing rooftop view of the Women's March in Washington DC.


Via @KerryGFleming 





#WomensMarch 


https://t.co/xn0BTcPaR3",0.568197419,1,0.5859,1,1
yozdinsajn,"RT @ChrisEvans: If you don't understand what fight they're still facing, please reread you own tweet. You've demonstrated the issue flawles…",-0.010468999,1,0.5399,0,1
dyehard20,@finallydeirdre @LilyBolourian @womensmarch against killing babies. What sickos.,1.971863651,0,-0.6597,0,0
nora_flora10,RT @CNNPolitics: Comparing President Donald Trump's inauguration crowd to the #WomensMarch https://t.co/KUCxASjgSt https://t.co/xt3mFxEEsS,-1.812206241,,0,1,1
Backstorymom1,RT @TravelingUS: PLEASE show viewers ALL THE PHOTOS from #WomensMarch that occurred around the WORLD! @VictorBlackwell @MSNBC @CNN https://…,-1.759001933,1,0.5147,1,1
LindaMStaples,"RT @womensmarch: Today is the day. We stand together, recognizing that defending the most marginalized among us is defending all of us. #Wo…",-2.117650778,,0,1,1
imtutwo1,"RT @DemResistance: March on my sisters, march for those who came before you &amp; the generations of young powerful women yet to come. Rise as…",0.347365899,1,0.4215,1,1
VTalismanna,RT @Steve_Nguyen: FOREVER ♀#WomensMarch https://t.co/sxulvw14BG,-0.739706385,,0,1,1
EvynneDoue,RT @SighSam: So cute. https://t.co/3mjNyJ6M7E,-0.754644011,1,0.5949,1,1
katiestone,This is ABQ to DC flight with @womensmarch peeps RT @bicykel Here is the photo set: https://t.co/IjB1YD1vVC #MarchOnWashington,-1.270745397,,0,1,1
jajalpamx,"RT @HuffPostMexico: ""Mujeres mexicanas y cabronas"": @AnaVictoriaGa y @eucorrea de @V147_org, listas para el #WomensMarch de Washington #Vic…",-1.878522393,,0,1,1
Moath_ES,RT @itsmrboom: This is what #feminists look like. @nrdc @womensmarch https://t.co/J0bEBCSxyD,0.774340678,1,0.3612,1,1
mricodad,"RT @AndrewBriedis: Bill escorted Hillary


George W. escorted Laura


Barack escorted Michelle





Trump left Melania in the car





That is why we m…",-1.73876345,,0,0,1
PattiSingerRoc,#jan21ROC #WomensMarch https://t.co/4lHZBljKJT,-2.334290056,,0,1,1
ChrisGould88,"@WVlawyer_girl Nashville TN 





#WomensMarch not my pic but still. https://t.co/bM5Y46CUhF",-1.014683934,,0,1,1
JohnFrancisleo2,RT @girlsreallyrule: #WomensMarch https://t.co/gQrvCXxY99,-2.364453249,,0,1,1
PaolaPelletier,RT @IsaMastro: #womensmarchlondon ya en Trafalgar Square #WomensMarch https://t.co/AZwM6yW803,-0.63692807,,0,1,1
DouglasB_HK,"RT @lakez: ""Nothing strengthens authority so much as silence."" - Leonardo daVinci #whyIMarch #resist #womensmarch",-1.924300953,0,-0.4023,1,1
LadyStarSaturn,RT @UnitedRegals: Lana Parrilla attending #WomensMarch Los Angeles. | Via @lparrillaphotos @BRLanaParrilla https://t.co/Vok7e05SAD,-0.765720847,,0,1,1
ryanpeplinskie,Twitter has been nothing but #WomensMarch and badass supporters and protesters the past couple days and that makes me so happy,-0.493205298,1,0.9218,1,1
WhiteGirlNell,"RT @TorraineWalker: White women, why are you marching to Washington instead of to your mirrors to ask yourselves why 53% of you voted for T…",-1.350290913,,0,0,1
jdotriv,RT @KingJames: HUGE S/O #womensmarch,-0.81104218,1,0.4648,1,1
mercertony45,"RT @larryelder: A #WomensMarch organized by a pro-Sharia woman is like a Million Chickens March led by Colonel Sanders.
https://t.co/uA7tvz…",2.410136552,1,0.3612,0,0
mitchellscomet,@mitchellscomet  Richmond https://t.co/xpjjmPl38g,-1.641396719,,0,1,1
Jim_Peoples_,"RT @PrisonPlanet: If hijab-wearing #WomensMarch attendees had seen this sign, they'd have probably attacked her. https://t.co/Sd30NyuXwW",1.882436686,0,-0.4588,0,0
megspptc,#WomensMarch https://t.co/7XnXVejgmI,-1.08846996,,0,1,1
RondiTorrence,"RT @CNN: Elizabeth Warren in Boston: We can whimper, whine, or we can fight back. https://t.co/OQYMagb5wX #WomensMarch https://t.co/xW3TQ8a…",-0.788070775,0,-0.6249,1,1
cmkott,RT @ambertamblyn: Taking over @marieclaire 's Instagram Stories for the march! Check in now for exclusives inside the march. Instagram: mar…,-1.672574415,,0,1,1
AmeriGirlTN,"RT @redsteeze: I keep searching for #WomensMarch pictures from Saudi Arabia, Iran, Gaza, Nigeria and Yemen and damned if I can't find a sin…",2.346907305,0,-0.3818,0,0
RetVet2wars,"No, it's not! Marching was the only reason I got to Vote! It's about What, How, Who &amp; Finishing* Marches. Having lived through it; I know. https://t.co/4uVirli8zV",-2.127430961,,0,1,1
Factorfictn,RT @CdnWomenMarch: Support our #sistersofthenorth in #Toronto! #the6 #womensmarch #wmwyyz #wmwcanada 🙌 https://t.co/pTtV0WmKIM,-1.377940296,1,0.4574,1,1
LoriMoreno,RT @AntonioFrench: The #WomensMarch in downtown St. Louis! This is what democracy looks like. https://t.co/mzb5xMZUKC,1.211234505,1,0.4199,1,1
simonewhite,"The People! United! Will never be divided! #WomensMarch  #womensmarchlosangeles police crowd estimate- 500,000 https://t.co/AP7sSbqpns",-2.146473938,1,0.5684,1,1
516carmelo,RT @AntonioFrench: The #WomensMarch in downtown St. Louis! This is what democracy looks like. https://t.co/mzb5xMZUKC,-0.085101981,1,0.4199,1,1
jennyyangtv,AWWW. THAT'S ME! 😎😎😎💅💅💅 #WomensMarch #WomensMarchLA #NotMyOrangeChicken #NotMyPresident https://t.co/FIko7YJJO9,-2.034146511,1,0.8516,1,1
smisaacs,RT @KING5Seattle: WHOA &gt;&gt; Timelapse of #Seattle #WomensMarch - much larger than expected. Up to 130K people: https://t.co/lEuogelJRf https:…,-1.931837163,,0,1,1
realchrisblack1,RT @JimGaffigan: I can’t believe every woman I know is marching in the streets and CNN is showing Trump pretending to believe in God. #Wome…,-0.219570232,1,0.3612,1,1
alecks_bawl,"RT @mandaageee: ""I am no longer accepting the things I cannot change. I am changing the things i cannot accept."" - Dr Angela Davis #WomensM…",-1.493935895,0,-0.6776,1,1
originalgriz,"Kellyanne Conway thinks the @womensmarch was “awful.”

So it looks like it’s millions of women around the globe vs. one Kellyanne Conway.",-1.65995015,1,0.4144,0,1
LuchyMiviv8951,RT @conviruela_: #WomensMarch Detrás de su cara hay unos padres sufriendo. Ayúdalos 1 RT Xfavor #buscandoapacomolina Informa a s padre 661…,-2.304322805,,0,1,1
RevkahJC,"#WomensMarch Madonna, who actively announced she'd offer free sex to anyone who didn't vote for Trump is speaking about objectifying women.",2.063229448,1,0.6808,0,0
thunderstormszz,"RT @lRONMARVEL: eu estou tão orgulhosa, tenho orgulho de ser mulher e queria estar lá ao lado de todas elas mas me sinto representada #Wome…",-1.34077104,,0,1,1
hollace2,"RT @splcenter: Special shout out to the 35 folks who braved a storm in Zebulon, Georgia.  





#WomensMarch 


#TheMarchContinues https://t.co/G…",-1.238484682,1,0.6808,1,1
Marshmyst,#WomensMarch if you just donated your bus fares to charity you would have achieved something other than virtue signalling #snowflakes,1.69721373,1,0.6808,0,0
saffordhall,RT @March_for_Life: We choose coexistence. #MarchForLife #whywemarch #WomensMarch #prolifeprowoman https://t.co/hsdZ42379X,1.251185492,,0,0,0
chanson_history,RT @versharma: The sign game may have been won already #WomensMarch https://t.co/ulDCpry3EZ,-2.05860064,1,0.5719,1,1
marahgaliana,#buscadoresinternacional https://t.co/U56xNBvMnf,0.667692174,,0,1,1
aftermarq,"RT @SavIsSavvy: Our citizen journalist #WomensMarchLive coverage starts tomorrow at 6:30amPT/9:30ET https://t.co/6jJhUG4XUD, pass it on 🙏#W…",0.957362401,,0,1,1
eieieieieiedok,RT @AntonioFrench: The #WomensMarch in downtown St. Louis! This is what democracy looks like. https://t.co/mzb5xMZUKC,0.968934494,1,0.4199,1,1
Karl_Huebner,RT @Ctr4CHR: Overwhelmed by the support for Women's Rights! #district5 #WomensMarch #WomensMarchAtlanta https://t.co/7ZPwEDkCL3,-1.500289841,1,0.4926,1,1
ismailcanavy,RT @RihannaDaily: Rihanna joins #WomensMarch in New York City. 🗽 https://t.co/1FyfnaEYWr,-1.36850128,1,0.5267,1,1
chadwyck00,"RT @HelenLOHara: ""Men of quality do not fear equality"" - excellent sign at #WomensMarch #LondonWomensMarch",-2.001815414,1,0.7452,1,1
parkerxdaya,RT @AuthorVScott: A big THANK YOU to all the men who stood beside the women at today's marches. We see you. #WomensMarch https://t.co/i2iAJ…,-1.815986993,1,0.4995,1,1
drica_salam,"RT @theintercept: ""Welcome to your first day. We won't go away"" — scenes from the #WomensMarch in Washington D.C. https://t.co/HzvvtUykiw",-0.369182289,1,0.4588,1,1
ProfBanks,RT @Nick_Offerman: I'm headed to the Sundance #WomensMarch - ur welcome 2 come feel the weight of my feminist balls in your tiny hand if it…,-1.986743335,1,0.7351,1,1
MariaMe42546452,RT @mercedesschlapp: I am a #prolife and proud #Trump supporter.  #WomensMarch does not represent all women.  They exclude.,1.965207672,1,0.5106,0,0
MCarmelblanco,"RT @gsemprunmdg: 1ª orden d Trump:empezar a desmantelar la #SanidadPública


https://t.co/jwxBGXbsyF





#FelizFinde


#FelizDomingo


#WomensMarch…",0.911019647,,0,1,1
shitissheeran,RT @robwnshee: essa repórter sou eu cada vez que o Trump abre a boca #WomensMarch https://t.co/U2DujZ5Wjf,-1.360347922,,0,1,1
trilbe,#Winning #WomensMarch https://t.co/b9H9w1aMQv,-1.910592404,1,0.5267,1,1
seokhuiis,"RT @eveewing: my TL has been mostly critical of these glowing ""#WomensMarch had no arrests"" reports, but now I'm seeing some folks drinking…",-0.768953999,1,0.0137,0,1
ThomasJ17762016,RT @rkfatheree: My husband took kids downtown to take pictures. He said metro was empty! Not tomorrow! #WomensMarch https://t.co/xQHhsfUqMB,-1.757269764,0,-0.3365,1,1
realroblama,RT @PALOMINOFASHION: Add a mustache and beard to this woman and you got #OsamaBinLaden inside and out https://t.co/dFB4jOjApw,1.939004905,,0,1,0
ScarponeKristi,@womensmarch #NH https://t.co/rI5rSmpvit,0.27353968,,0,1,1
Feministory,#WomensMarch | How Women Marching on Washington Can Learn to Run for Office https://t.co/tdRfQbooz8,-2.366967878,,0,1,1
ewokkey833,"RT @HillaryClinton: I stand w/ Nora Harren, a 17-year  from Boise, ID, &amp; every person marching for our values today. Onward! ✊✊🏾✊🏽✨ #Womens…",-1.804296593,1,0.6476,1,1
antje_wiener,RT @BeyGood: Make sure you are on the right side of History. #WomensMarch #WomensMarchOnWashington https://t.co/Dn0IzavbD5,0.166813003,1,0.3182,1,1
newborl,"RT @Liane13: Sorry,liebe Follower,ich muss alle Fotos von #WomensMarch retweeten,weil sie mir so viel Hoffnung geben.",-0.756944936,,0,1,1
peaceischrist,"RT @newsbusters: .@MSNBC: @WomensMarch Participants 'Aren't Protesters,' Haven't 'Lost Their Voices' Post-Election https://t.co/itTlG9mjzi",2.235069349,0,-0.0118,0,0
ppiixx,RT @pattonoswalt: The #WomensMarch crowd in Denver. Holy shit. https://t.co/Vu2lViBEhn,-1.456257592,0,-0.5574,1,1
ChrisVitalEnt,"RT @saba_h: Wow, this pic of #Dtla #womensmarch https://t.co/Dd65SZxr6l",-1.02201403,1,0.5859,1,1
kenpriebe,#WomensMarch https://t.co/4fzYcDIsOE,-0.092978325,,0,1,1
eazyjauregui,RT @PopCrave: These are probably some of the best #WomensMarch posters we've seen today! https://t.co/qL6b7WOGUY,-1.731968468,1,0.6696,1,1
VAWNoMore,RT @womensmarch: Environmental justice and women's rights go hand-in-hand -- we're proud to partner with @greenpeaceusa https://t.co/CbiOhT…,-2.326359867,1,0.7579,1,1
another_davis,RT @DavidKorins: Day 1. Well played ENTIRE WORLD. #WomensMarch https://t.co/J2l3o86Jro,-1.376008903,1,0.5423,1,1
RealLucyLawless,RT @womensmarch: 10 DAYS. Who's coming? #WomensMarch https://t.co/PCWH261VMj,-1.79000081,,0,1,1
KimbyHuffy,"RT @WipeHomophobia: All ages, all for equality, all for love! #WomensMarch #womensmarchlondon https://t.co/dwofynuSAw",-1.458593565,1,0.6696,1,1
JerseyStrong11,"RT @womensmarch: ""When women succeed, America succeeds."" Thank you for your support, @RepBeatty! #WomensMarch https://t.co/CavESTxzWI",-2.079041773,1,0.8977,1,1
CoutinhoSuh,RT @Tinashe: We will not be silenced! #womensmarch https://t.co/VWMfNm6MQB https://t.co/cQywV5nuk7,-1.562439056,,0,1,1
magsterrs,RT @afroCHuBBZ: I think this photo is going viral.. can y'all credit me and @MsPeoples if you get a chance!? #bychubbz #WomensMarch #Womens…,-1.692330562,1,0.5983,1,1
Lparksdc,RT @jazzzhand: I heard there were zero arrests today at the #WomensMarch  DC. It's time for women to run our country. Violence and hate are…,-0.711559624,0,-0.8934,1,1
iwinsoiwin,"RT @MyCivicWorkout: Thank you to the workers who made today possible. The bus drivers, subway workers, traffic directors &amp; all the working…",-1.631041891,1,0.3612,1,1
SilentSpring05,@SarahWoodwriter @WMN4SRVL @womensmarch Who exactly created Women March? Who is paying for the march?,1.455292908,1,0.3313,0,0
KrisKatJam,RT @CherylBurke: Absolutely inspired by today's amazing show of female might. My heart is full 👏 #womensmarch,-1.287563444,1,0.9099,1,1
CoachLittle_5,"RT @WendyDamron: When I was a girl, being a feminist meant the ability to be a free, independent woman. Now I guess it means govt is your d…",2.263930877,1,0.6808,0,0
teaandmagnolias,RT @riotwomennn: This is crazy!  Millions of people are marching directly because of Hillary Clinton.  Who did this? @brownsugar7878 @lsars…,-1.749158097,0,-0.4003,0,1
kimmaytube,"RT @jaellysbales: NYC, you can be petty and I love you for it. #WMNYC #WomensMarchNYC #WomensMarch https://t.co/NB76sOzEKW",-1.321749958,1,0.5267,1,1
CourtneyLambdin,RT @FinnHarries: Women's rights are human rights!#whyImarch,-1.492854989,,0,1,1
StogieRick,RT @Diane_7A: If the #WomensMarch declared a winner. https://t.co/d3KzEY2uRr,-2.374323984,1,0.5859,1,1
sanroman_camila,"RT @THR: #WomensMarch on Washington: Signs featured Princess Leia alongside the words ""A Women's Place is in the Resistance"" https://t.co/1…",0.375797549,,0,1,1
immglad,RT @DebStanish: The future. #WomensMarch #womensmarchphiladelphia @TeenVogue https://t.co/EeuyLyR73o,-0.143299801,,0,1,1
whoiswhathe,RT @tesfayesjournal: to smutne ze mamy 2017 rok a kobiety nadal musza walczyć o swoje prawa i udowadniać ze się liczą #WomensMarch,-0.019409169,,0,0,1
ASTROKB,"RT @NinG_13: เหล่าคนดังที่มาชุมนุม (5) แม่แข เคที เพร์รี, คุณเบลค ภรรยาไรอัน, อาเรียนา #WomensMarch https://t.co/fWlkq1GWLL",-1.587803843,,0,1,1
Katt_Milian,"RT @AmandiOnAir: 👇🏼His 1st reaction to the largest protests in 🇺🇸history, the massive &amp; peaceful #WomensMarch Unhinged. Unwell. Unfit. Unac…",-0.2135834,1,0.3182,0,1
diddioz,RT @HuffingtonPost: These adorable pets are supporting the #WomensMarch https://t.co/edBIyIGAj2 https://t.co/O4j3C3EUPl,-2.06922574,1,0.7269,1,1
997canton,CNN is reporting that more people are at the #WomensMarch than were at the Inauguration https://t.co/H46clunN0T,1.003320151,,0,1,1
