text,stance,sentiment,balanced_train,vader_scores
New Orleans #WomensMarch gathering. https://t.co/CDiJzPWybF,1,1.0,0.0,0.0
RT @indystar: Thousands of women attended Indy's @womensmarch sister rally this past weekend. Photos: https://t.co/MsirMTjOW2 https://t.co/…,1,1.0,0.0,0.0
"RT @leprchaunrabbit: @splcenter @lizl_genealogy 
For Our American Sisters
From Canada:
Toronto
Ottawa
Vancouver
Calgary
#WomensMarch 
#TheM…",1,1.0,1.0,0.0
"#WomensMarch update: Protests now underway in London, Barcelona, Helsinki, Marseille and others… https://t.co/8pJrWVDv6A",1,1.0,1.0,-0.2263
"We made them. We made them for ourselves, and for our friends, and for anyone who wanted one but couldn't make their own. Knit, or crochet. https://t.co/yfpwOBpqeP",1,1.0,0.0,0.2617
RT @karrrllii_: watch this. https://t.co/NVokKZeGp2,1,1.0,1.0,0.0
"RT @Suzi3D: She would tell you that suffragettes were spied on, beaten, arrested, smeared, divorced, but still fought on anyway https://t.c…",1,0.0,1.0,-0.7096
RT @ColletteBP1: .@sitsio the only Madonna I know who is truly pro-woman pro-life &amp; pro-dignity. #ImWithHer #WomensMarch https://t.co/BPpPd…,0,1.0,1.0,0.4404
"MemorialDay https://t.co/BnqI76turW RT @RossalynWarren: ""Fight like a girl."" -... https://t.co/wKjKfpc8re",1,1.0,0.0,-0.0258
"Always, always gracious. Always, always standing up for human rights no matter what the personal cost to her. https://t.co/NhLYy4zNGT",1,1.0,0.0,0.5463
#WomensMarch Democracy is not a spectator sport. Listen #GOP and @realDonaldTrump We are here to take our rights back!,1,0.0,0.0,0.0
RT @RimaKader: Why a multi-city march is happening in #India on the same day as #WomensMarch: https://t.co/aorWXg9QdD @AnushkaSharma @aksha…,1,1.0,1.0,0.0
So unbelievably encouraged by the #womensmarch,1,1.0,0.0,0.4716
Some great ones on here: '10 of the best placards from #WomensMarch' https://t.co/yqz413O490 #Trump,1,1.0,0.0,0.8519
Miley dancing with everyone while waiting to use a stinky ass honey bucket. Truly a woman of the people https://t.co/GMITw2OiTv,1,0.0,0.0,-0.4767
"My #Toronto women, being beautiful and badass. https://t.co/swEljljNAb",1,1.0,0.0,0.743
"RT @apmankin: &lt;&lt;Women's March, June 1982&gt;&gt; Power to the women! Dump Trump! We deserve our rights! #NotMyPresident #womensmarch https://t.co…",1,1.0,0.0,-0.5386
Amazing!  #WomensMarch https://t.co/NP2enp78IX,1,1.0,0.0,0.6239
"RT @IncognitoMeems: Seriously, can anyone tell me exactly what the #WomensMarch is for?  The right to kill babies?",0,0.0,1.0,-0.7757
"@realDonaldTrump @seanspicer Face it boys. The women beat your butts in attendance. Pretend all you want that it's ""rigged"". #WomensMarch",1,0.0,0.0,-0.3818
RT @robdelaney: The official @womensmarch app for iPhone  https://t.co/56tiSHR5sT,1,1.0,0.0,0.0
Thank you Piggy Madonna for reminding millions of women why they voted for Trump. https://t.co/hj0wJJ0NTr,0,1.0,1.0,0.3612
"RT @kelseyjharkness: A pregnant woman with twins was ""barreled"" over yesterday at the #WomensMarch because she was #prolife, according to @…",0,0.0,1.0,0.0
"RT @UnusualEfforts: If you see a #WomensMarch sign that references anything in football/soccer, hit us up with pics. Because that would be…",1,0.0,0.0,0.0
RT @ohsosel: It was never a skirt! #WomensMarch https://t.co/QfrKQc4VPe,1,1.0,0.0,0.0
"@TheeErin @Sjanderson86 @womensmarch edwina, what about the body of the unborn child? why don't we respect their bodies???",0,0.0,1.0,-0.5445
Keep marching on ladies!  #WomensMarch #makehistory #notmypresident #standup #freedom #protest #boston  #feminism https://t.co/pWTqkMMgLz,1,1.0,0.0,0.5411
"RT @voguemagazine: The most powerful, galvanizing, hilarious, and highly nasty posters at the #WomensMarch. https://t.co/kEs7yaKoQn",1,1.0,0.0,0.2878
Proud of my Congressman! Thank you! https://t.co/qpg2GmfJzJ,1,1.0,0.0,0.7339
EVERY single PRO-ABORTION advocate is here bcuz THEIR parents were PRO-LIFE. Don't one good turn deserve another? #WomensMarch #prochoice,0,0.0,1.0,-0.3412
Found Waldo. #WOMENSMARCH https://t.co/qbVqGmRGUU,1,1.0,1.0,0.0
RT @feelingthxs: WOMEN'S RIGHTS ARE HUMAN RIGHTS #WomensMarch https://t.co/c7mG9KgXkq,1,0.0,0.0,0.0
"WATCH LIVE: Actress Ashley Judd takes the stage at #WomensMarch on Washington https://t.co/sjU0HKLinl https://t.co/s4Dafv5gEz

— Yahoo Ne…",1,1.0,0.0,0.0
RT @EpicFayle: Proud of my hometown today! #WomensMarch #Houston #houstonwomensmarch https://t.co/1E6OMfnfRg,1,1.0,0.0,0.5255
"One of my favorites heard at the @womensmarch in DC! RT @BethRader: Welcome to your ""first day."" We will not go away. #MuteMonday",1,1.0,1.0,0.7263
"This is adorable! Que Viva La Mujer! #Repost womensmarch with @repostapp
・・・
A message from… https://t.co/FxVGA06XSa",1,1.0,0.0,0.5837
"All the #WomensMarch photos are making me tear up. Today, we made history. 👭👭👭👭👭",1,1.0,0.0,0.0
RT @claire_rk: Make Facts Great Again. Hell No Cheeto #womensmarch https://t.co/0b5YSjRUTc,1,1.0,0.0,-0.4019
RT @rayanisbored: the march today in london #womensmarchlondon #WomensMarch #womensrightsarehumanrights #TrafalgarSquare #dumptrump #StandT…,1,1.0,1.0,0.0
You have to expect this when one of the organizers is tied to Hamas 👹👺🔪💣 https://t.co/CnDx0U7Jxf,1,0.0,1.0,-0.4939
"Go Philly!
#WomensMarch https://t.co/cGgik5k5bP",1,1.0,0.0,0.0
RT @hhaynay: Couldn't make it to D.C. But @RobynHicks and I are marching in Dallas! #WomensMarch #nastywoman https://t.co/vcUnO8J5Dt,1,1.0,0.0,0.0
"Very creative! Love this woman's sign from #WomensMarch , found on IG https://t.co/UM6ezM6jMO",1,1.0,0.0,0.8386
"RT @daniDpVox: #TheEdge at #womensmarch in #losangeles today #womensmarch2017 Jan21,2017
Pics via @U2_Vision, @therealmarpop, @artnculture…",1,1.0,0.0,0.0
"Hm that's a lot of ppl with posters&amp;banners,etc. Not bad for cardboard businesses. See, Trump is already fixing the economy 🙃#WomensMarch",0,1.0,1.0,0.431
RT @kimfrederi: The #WomensMarch is Hillary's Inaugural Parade. WAY MORE PPL THAN DickTaterTot's inaugural.,1,1.0,0.0,0.0
they blocked off the white house because they're scared of a bunch of girls. #womensmarch @ The… https://t.co/QoQA7NLPYl,1,0.0,0.0,-0.6124
Thx #cspan 💕Thx #cspan 💕 Thx #cspan 💕 Thx #cspan 💕 Thx #cspan 💕 Thx #cspan 💕 Thx #cspan 💕 Thx #cspan 💕 Thx #cspan Thx @cspan 💕 #WomensMarch,1,1.0,0.0,0.9953
@thachampagne @RealJamesWoods @womensmarch that's cute,1,1.0,1.0,0.4588
RT @ZackFord: Excellent thread. https://t.co/dKplopHHYn,1,1.0,1.0,0.5719
RT @Debi129: Please share and share again and again‼ https://t.co/0qcN9OkpGA,1,1.0,1.0,0.6908
@MSNBC ENOUGH already w/the #WomensMarch crowd size. Meanwhile @DevinNunes has access to  hack intel but refuses to go to @CIA look at it.,1,0.0,0.0,0.0
@Dollfinish @realDonaldTrump @seanspicer @GenMattisKCHS16 @LaloDagach @womensmarch @lsarsour When are the public sharia beatings planned? https://t.co/hjEgXlifxF,0,0.0,1.0,0.0
"If one man can destroy everything, why can't one girl change it?
(Malala Yousafzai) 
#womensmarch https://t.co/CGAz2Go02b",1,0.0,0.0,-0.5423
"Overheard in the uber to the #WomensMarch : ""oh my god my therapist is texting me.""",1,0.0,0.0,0.2732
RT @JFMNYC: Getting ready to join the crew... #WomensMarch,1,1.0,0.0,0.5719
💪😍 #SF #Womensmarch 52 Incredible Photos From the San Francisco Women's March https://t.co/rhf0DySBmw,1,1.0,0.0,0.4588
Hahaha @realDonaldTrump  your a loser just like your mama said! #WomensMarchOnWashington #ResistFromDay1  @DemocraticCoal1 https://t.co/3nHqL2vFZ8,1,0.0,0.0,0.4574
Almost as if more people didn't want the current president than did ... https://t.co/xwrviH7h13,1,0.0,0.0,-0.1244
This thread 🙌🏾 https://t.co/EiQhcesPCQ,1,1.0,0.0,0.0
Portland #womensmarch. https://t.co/VHPNknvj9j,1,1.0,0.0,0.0
RT @JAYESTAGRAM: The world is very lucky to have this #WomensMarch Are we not part of the world? My country seems to be doing the opposite.…,1,1.0,0.0,0.4754
@MMFlint is part Bitch! Anyone who has to step on our Flag to show toughness is a Wussy! https://t.co/qWJfRw7cN2,0,0.0,1.0,-0.6792
RT @janelleglickman: @C_Shaughnessy &amp; @83_Susan #PershingSquare for #WomensMarchLA #WomensMarch #Solidarity #SolidarityMarch #futureisfemal…,1,1.0,1.0,0.296
seeing the posts from the #WomensMarch makes me realize that we are capable of so much. we are all leaders in this movement. 🎀💗👑👱,1,1.0,1.0,0.8176
Brian Tee #OneChicago #ChicagoMed #WomensMarch https://t.co/b1rhy5AcWu https://t.co/Mq0Lbi0Gbo,1,1.0,0.0,0.0
Apparently a woman only has the right to be a sheep. Carly's right on. #WomensMarch #Dems #ProLife #HypocriticalLeft https://t.co/UiZM4tvwGM,0,0.0,1.0,0.0
This woman is an idiot!!! And you marched for THIS!!! #notmymarch https://t.co/DMflL6Mp5A,0,0.0,1.0,-0.6671
"RT @HAbdullah39: All I see is pink beanies rocking! S/O to my sis @AliaSharrief for repping at the #WomensMarch 

https://t.co/9RYjJqckDx",1,1.0,0.0,0.0
#WomensMarch sacramento pride https://t.co/M86iHehi6H,1,1.0,0.0,0.34
"RT @Obi20161105: The Mysterious constellation
 #astrology #horoscope #constellation #zodiac #Mysterious
More:  https://t.co/aQSyBMuiJg   #W…",1,1.0,0.0,0.0
"Why I am marching today..
  #WomensMarch, #WMWCanada, @CNA, @CARNA, @ucalgarynursing https://t.co/7jlgKe815s",1,1.0,0.0,0.0
"Disturbing, disgusting, deplorable. I would love to arm her. https://t.co/gv7pexhT5F",0,0.0,1.0,-0.3612
Yes!  @womensmarch in taking this message directly to @POTUS @realDonaldTrump https://t.co/fAZvi70jN9,1,1.0,1.0,0.4574
"Retweeted Mollie Bloudoff-Inde (@mbloudoff):

""Get more scientists in Congress!"" #scicomm #science #womensmarch... https://t.co/1tbKa1ZjFL",1,1.0,0.0,0.0
HISTORY IS BEING MADE! It truly is beautiful what people can do when we come together. #WomensMarch #WomensRightsMatter #Humanrights https://t.co/UU0Lwa1y95,1,1.0,0.0,0.7959
"#WomensMarch Build Labor,Black &amp; Brown Self-Defense Guards Against Racist Police Terror! https://t.co/GR1kVoZ4yl  607",1,0.0,0.0,-0.8268
RT @vanessahvdgzns: A SQUAD. https://t.co/P5vSmYiKuF,1,0.0,0.0,0.0
"Women's rights = Human rights
#WomensMarch https://t.co/UWRxA4xtX5",1,1.0,0.0,0.0
RT @MlLEYONCE: Omg she's became an even bigger snake! https://t.co/YgPzhbM7fG,0,0.0,1.0,0.0
RT @bropostle: If there was any doubt that liberals worship sex: https://t.co/MW3xqUAmAk,0,1.0,1.0,-0.0772
It is all about #womensmarch Not tweets + misdirection in a press conference meant to distract from the millions of women out marching. …,1,0.0,0.0,-0.296
"u want 2 #disruptj20 &amp; #ImpeachTrump  

get ur umbrella

disrupt #trump surveillance &amp; protect urself

#WomensMarch #WomensMarchOnWashington https://t.co/eEByNjfxeV",1,0.0,0.0,0.4404
"#WomensMarch 
(53% to be very accurate) https://t.co/bNJY29kIFr",1,1.0,0.0,0.0
"Although sadly unable to join you today, here's sending all the love and support to #WomensMarch around the world; today and forever.",1,1.0,0.0,0.743
"Home in bed sick, there in spirit. All you Toronto/Van/Ottawa/Cdn sistas &amp; brothas who marched yesterday - text 89800. Make your #s count! https://t.co/zHJShBjQGo",1,0.0,0.0,-0.4389
RT @Abhijit_Iyer: A reminder that stupidity has no geographical boundaries #WomensMarch https://t.co/ROtQOndXeb,1,0.0,0.0,-0.6249
"RT @VABVOX: Women did this.
Don't let anyone tell you otherwise.
#WomensMarch
#TheResistance
https://t.co/i6fYBIxzjl",1,1.0,0.0,0.0
@mrsfunnybones Unity. Protection. Power. Progress. WOMEN RISE UP! Getting ready to march with my sisters! @womensmarch  @bharatboghani,1,1.0,1.0,0.7081
more ppl than at the inauguration. doesn't that tell you something https://t.co/evUZbDzw5m,1,1.0,1.0,0.0
"RT @DDNSmartMouth: As it turns out, hot dogs are hot at @womensmarch https://t.co/rmSDpOmEB8",1,1.0,0.0,0.0
You will see attempts by Trump supporters to photoshop the 2009 image and say it's for 2017 don't be fooled #notmypresident #WomensMarch https://t.co/Ue8Mnv3JrC,1,0.0,0.0,0.6229
I'm so proud https://t.co/ag1F3AItJD,1,1.0,0.0,0.5256
"#WomensMarch Around the Nation

an estimated 200,000 people could join the march in #Washington, which will begin at 10 a.m. https://t.co/75h0VjKvxx",1,1.0,0.0,0.296
RT @rosannecash: Facts Matter. #WomensMarch https://t.co/p0NkZPasaD,1,1.0,0.0,0.0258
My favourite pic from the #WomensMarch taken by @thisisjamesj https://t.co/26KdMvc2Wf,1,1.0,0.0,0.0
RT @innercitypress: And that's with the United Nations having told thousands of staff they shouldn't be in #WomensMarch https://t.co/5apZkl…,1,0.0,0.0,0.4215
#WomensMarch is actually managing to restore my faith in humanity (a bit).,1,1.0,0.0,0.6124
"The same women that voted for Trump, have ancestors that told black women to wait for their right to vote... 👀👀👀 https://t.co/z1Ye3j2jgq",1,0.0,0.0,0.0
#WomensMarch I'm going to Tweet over and over again who's representing the black women I need to hear from the organizers,1,1.0,0.0,0.0
@twg513 @CNN @MSNBC @womensmarch Am watching the march on @CSPAN,1,1.0,0.0,0.0
"#WeRise #WomensMarch  #NastyWomanVote  #TheNightlyShow #AMJOY #TheResistance #PeopleOath #DMVFollowers GOP priorities, never forget! 2018! https://t.co/OIJTSrdCPY",1,1.0,1.0,0.3071
RT @TaniaJOrtiz: Wishing I was at a #WomensMarch 💞,1,0.0,0.0,0.7351
March on Washington with Jane!  #WMW #WhyIMarch #HearOurVoice https://t.co/Q0E5sseDqs,1,1.0,0.0,0.0
@DagbokDog @DagnyDelinquent @Munkykracker @JessicaValenti @womensmarch they are pro choice in such few areas I think it's obvious.,0,0.0,1.0,0.0
RT @rosieperezbklyn: TY! So proud to have played a part!  @nycwomensmarch  @womensmarch https://t.co/xdIrBWXGGG,1,1.0,0.0,0.7891
SGIM members plan to march together @womensmarch on Jan 21 in DC &amp; other locations. RSVP here: https://t.co/NqnPGjFFtY https://t.co/MHI19CKQrK,1,1.0,0.0,0.0
RT @EtomeSmith: How this song became the anthem of the #WomensMarch against Donald Trump https://t.co/aJv3sYrG5G,1,1.0,1.0,0.0
#WomensMarch #FakeWomensMarch :is there anything more anti woman than abortion? killing baby women? #antiwomensmarch,0,0.0,1.0,-0.8102
RT @AFTNJ: #1u @MSUadjuncts call for unity #whyIMarch @womensmarch #aftallin https://t.co/cBCvCakDfq,1,1.0,0.0,0.0
We’ll be at the @womensmarch on January 21 because women’s rights are human rights. We fight for equity! #WomensMarch https://t.co/tEi8TUQaOx,1,1.0,0.0,-0.4389
"Please @PressSec explain this factually, exclamation point, period https://t.co/Upb5hxdR6E",1,1.0,0.0,0.3182
RT @DPA2018: RT jefftiedrich: when you want to go on an infantile twitter rant about the #WomensMarch but you have to sit in ch… https://t.…,1,0.0,0.0,-0.1406
RT @kalekidest: its important to fight for what you believe in #womensmarch #whyimarch https://t.co/N3DIthJeM3,1,1.0,0.0,-0.2023
The latest Daily 雷蔵! https://t.co/sz4meJy5Vx Thanks to @mchamada @LiberalArtsBA @mvb0120 #womensmarch,1,1.0,0.0,0.4926
you ALWAYS need a dancing Debbie Allen! https://t.co/vjbyd86piS,1,0.0,0.0,0.0
@PamBeckerDuckMa @womensmarch Well Said. They Are The Minority &amp; We Need To Keep That In Mind As We March Onward. Impeach,1,0.0,0.0,0.2732
Watch Scarlett Johansson's passionate speech about @PPact at #WomensMarch https://t.co/0hDQuUfOZb,1,1.0,0.0,0.5267
INDEED! https://t.co/T91NZOEYiv,1,1.0,0.0,0.0
We sure hope they marched at the #WomensMarch in a rally near them. https://t.co/9X3XP1jCWI,1,1.0,0.0,0.6369
RT @Lottmus: @SajeelaKershi brings the square down #WomensMarch - sh was picked to be Mary in nativity play. A Muslim Mary how fab https://…,1,0.0,0.0,0.6597
RT @halseylately: Halsey with Katy Perry &amp; friends at the #WomensMarch yesterday! https://t.co/nH2gzJ6CTs,1,1.0,0.0,0.5255
RT @BradWalsh: WOW @AshleyJudd WHAT A SPEECH https://t.co/2LVmIOwiAO,1,0.0,0.0,0.6739
Someone I used to care about called Ashley Judd disrespectful for the poem she read. Ready to march again! #WomensMarch  #mondaymotivation,1,0.0,0.0,0.7177
"RT @pink_lady56: ""We Are Dissidents"" because we march for the rights of ALL females!

#ShariaLaw #WomensMarch https://t.co/SnhRpToQuB",1,1.0,0.0,0.0
RT @TR_Foundation: More than one million people are expected to attend #WomensMarch around the world today. Find out why: https://t.co/WEpq…,1,1.0,1.0,0.0
RT @ivortossell: Holy shit. https://t.co/GjAEiVdF15,1,1.0,0.0,-0.5574
San Marcos #WomensMarch here we go!!! https://t.co/ii3Ul1Nfh2,1,1.0,1.0,0.0
RT @StevenClarkCunn: In solidarity with my family and friends and the millions marching across the world. #womensmarchonwashington #WomensM…,1,1.0,0.0,0.6486
"RT @StarryMag: Photos from the #WomensMarchLA! Photo credit reporter @yaeltygiel. 
#WomensMarch https://t.co/Oxk12Zmr9S",1,1.0,1.0,0.4389
RT @clexaslegendary: im so proud of Lauren.. #WomensMarch https://t.co/bkkolmzPjM,1,1.0,0.0,0.6113
"In Connecticut, we're proud to be #StillRevolutionary. 3 days to the #WomensMarch! Then we march on vs. intolerance. https://t.co/L55uNG1Xx2",1,1.0,0.0,0.5255
Awesome Womankind staff representing at the #WomensMarch in NYC! #iamwomankind https://t.co/SiRsWUm4er,1,1.0,0.0,0.6588
The latest Cheryl's News and Happenings! https://t.co/kYodFn0bSc Thanks to @GABBYiSACTiVE #womensmarch #technology,1,1.0,1.0,0.4926
.@aamhc Just wondering how many alums participated in the #WomensMarch around the world. Ran into so many in DC! maybe share your photos...,1,1.0,0.0,0.3595
"RT @Refinery29: We march so girls can be too much.
We march because, man, if you feel like a woman, you are one.

#WomensMarch #WhyIMarch h…",1,0.0,0.0,0.3612
Woah https://t.co/FRevKWEVXL,1,1.0,0.0,0.0
RT @eileendefreest: @auntbec15 @KaraCalavera @womensmarch BOOM!,1,1.0,0.0,0.0
"RT @kathrynvarn: Checking out the women's match in St. Petersburg. Tons of people, tons of signs, tons of energy. #womensmarch https://t.co…",1,1.0,0.0,0.2732
I am so inspired and hopeful by the resistance! #womensmarch #WomenLead,1,1.0,0.0,0.839
RT @SurlyAmy: Sign making party 🎉 #womensmarch https://t.co/KgBDOOWT6d https://t.co/S2z6k48Qs4,1,1.0,0.0,0.6597
"Seeing all you beautiful souls out across the US, the world, and my hometown DC at the #WomensMarch makes me incredibly homesick.",1,1.0,0.0,0.4417
I wanna be at the #WomensMarch so bad but I have an 8 hour today :(,1,1.0,0.0,-0.7647
Cc @JBoinnet hope your boys and girls will one day get here https://t.co/R98s2SbIe7,1,1.0,0.0,0.4404
RT @UnholyAlliances: To all my sisters out there marching today: stay strong and stay safe. We are all a force for change. #WomensMarch htt…,1,1.0,0.0,0.7351
"Amazing #RudyGiuliani that the ""cyber""czar couldn't manage to find #womensmarch online.#Anotherscaredoldwhiteguy #irrelevent @SMShow #sad https://t.co/hU6s9tRyFZ",1,1.0,0.0,0.1779
Arrived in the outskirts of DC! Wait to board the metro is THREE HOURS so hoping for an uber... #womensmarch https://t.co/sFkLtTz19V,1,1.0,0.0,0.6005
RT @AJEnglish: #WomensMarch: Hundreds of thousands of people across the world protested the day after Donald Trump was inaugurated https://…,1,1.0,0.0,-0.128
RT @MoElhassann: Shoutout to everyone who's participating in the #WomensMarch today. Everyone deserves to have their voices heard towards a…,1,1.0,0.0,0.0
RT @WajahatAli: Who's joining the Nasty Women and the Bad Hombres at #WomensMarch? Rumor has it Taco Trucks will make a special appearance.,1,1.0,0.0,-0.6597
@nytimes the #WomensMarch was definitely epic in all proportions,1,1.0,1.0,0.4019
Don't for a second think there was malicious intent. Just naivety all around. It is infuriating as all marchers will be targets for scams. https://t.co/uQyZAtJmGI,1,0.0,0.0,-0.802
The future is looking brighter already. #WomensMarch https://t.co/W4v2hPBSuK,1,1.0,0.0,0.3818
Y'all Have fun. Be safe. Turn up. With you in spirit. ✊🏾✊🏾 https://t.co/kodcpc9MVb,1,1.0,0.0,0.7845
"@AFP 
Before his statements were a bit deviating one to CIA, now due to #WomensMarch he stated i am 1000% with CIA- lols 😂",1,0.0,0.0,0.4404
"America Ferrera at #WomensMarch: ""We won't go from being a nation of immigrants... https://t.co/ICuYJfhZ3x by #LucianHudson via @c0nvey",1,1.0,0.0,0.0
RT @LilliansList: Signing up future leaders of America at our table at the #womensmarchonraleigh #WomensMarch https://t.co/TaxVQRNHGe,1,1.0,1.0,0.0
Step 2: Activist Training. #NHWontGoBack #WomensMarch #IStandWithPP #ACLU,1,1.0,1.0,0.0
A movement is so much more than a march - janetmock at #WomensMarch https://t.co/jN2pKHlAuq https://t.co/tTbhwYovJp,1,0.0,0.0,0.0
RT @KarenLoucks303: We made history at #womensmarch. Let's continue to make our voices heard. First up: send a postcard to your Senators ht…,1,1.0,0.0,0.0
I've heard a lot about the #WomensMarch from @WNYC and mainstream news this week. But will the #MarchForLife be covered next week?,0,1.0,1.0,0.0
"RT @sasha031: This is why Trump won🇺🇸
Disgusting, evil Democrats abuse of a young teenage boy.  
https://t.co/MnD8Opgpk0 #UniteAgainstLiber…",1,1.0,1.0,-0.9186
"RT @BAHjournalist: These @Rihanna / Guns N' Roses-inspired #WomensMarch posters by @KirstenS are 🔥 March purposefully, confidently &amp; safely…",1,1.0,0.0,0.1779
Real men are feminists! #WomensMarch,1,1.0,0.0,0.0
"RT @CameronLMitchel: This is why we need the #WomensMarch now more than ever
Thank you @womensmarch 
@POTUS @seanspicer @PressSec @realDona…",1,1.0,0.0,0.4144
@womensmarch -The rhetoric being said at this place is disgusting and has nothing to do with the political process.,0,0.0,1.0,-0.5267
"Naomi RTed, Denis RTed x4 &amp; faved  x5 https://t.co/4bIbT8xQAh",1,1.0,0.0,0.0
Hey @realDonaldTrump take a look! #trump #DonaldTrump #WomensMarch https://t.co/JzwgzzPJk5,1,1.0,0.0,0.0
"RT @AndrewBriedis: Bill escorted Hillary
George W. escorted Laura
Barack escorted Michelle

Trump left Melania in the car

That is why we m…",1,1.0,0.0,0.0
Yes the people made their views known!! #WomensMarch #popupnewsroom https://t.co/RBB5aer6ty,1,1.0,0.0,0.508
RT @haaretzcom: Defiance and hope: Why we Jews must march @audrey_sasson @JFREJNYC #WhyIMarch https://t.co/sQ9ZAYYT7b https://t.co/ivKiUEQ1…,1,1.0,0.0,0.4404
entire west coast is a region of resistance—you must show the country what it looks like to have equality for all! @MMFlint #WomensMarch,1,1.0,0.0,0.4199
"Madonna just dropped the F-bomb on live TV. 

""Wake the FUCK up!""

#WomensMarch",1,0.0,0.0,-0.6731
Proud of everyone out there protesting for extremely important causes.  #WomensMarch #womensrightsarehumanrights,1,1.0,0.0,0.3384
"I suspect marches may need to continue whilst insecure males feel compelled to make this kind of statement 🙄 
#WomensMarch https://t.co/1AHFtPeNA4",1,0.0,1.0,-0.5859
RT @Noz4news: What the actual fuck? https://t.co/SEIYNybFTp,1,0.0,0.0,-0.5423
RT @marknorm: Record breaking day for women and your Fitbit numbers. #WomensMarch,0,1.0,1.0,0.0
"RT @chris_rudyard: Great stuff, go Women! https://t.co/zZYZ2Ysgun",1,1.0,0.0,0.6588
RT @GreenGirlinc: Calling All Women. #WomensMarchOnWashington #WomensMarch #equality #WomensRights #HumanRights #fashion #philanthropy #sty…,1,1.0,0.0,0.0
"@DHeiligman @womensmarch #WomensMarch
Continue the fight
Call congress, senators 
oppose Betsey Davos
202-225-3121
Congressional switchboard",1,0.0,0.0,-0.3818
"#WomensMarch aka #MisandristsMarch
THIS IS ISLAM STUPID FOOLS

Brutally murdered #TX teens victims of honor killings
https://t.co/2JS4x2dzdM",0,0.0,1.0,-0.9685
RT @CatCalledLaura: My mom was worried about going to a protest in Detroit but honestly I've never felt safer or more accepted than in the…,1,1.0,1.0,0.4573
"RT @MickiJae: These Women's Marches around the world are beautiful! #Iconic #WomensMarch

I Support You Nasty Women!",1,1.0,1.0,0.555
So glad to see @vanjones68 at the #womensmarch. Let's continue the fight for justice for all. https://t.co/AsK0rp6CAK,1,1.0,0.0,0.624
.@HamillHimself @Ioussaille Her presence was #YUGE today. #WomensMarch https://t.co/FVIQhUZSbj,1,1.0,0.0,0.0
RT @windsurf13: We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https:/…,1,1.0,0.0,0.0
"RT @susmurphy: @womensmarch W/ all due respect, @HillaryClinton is a major impetus to our marching this year. Connect the dots and #addhern…",1,1.0,0.0,0.4767
The only time I suggest you follow a Twitter moment https://t.co/XoSE3aU9KC,1,1.0,1.0,0.0
proud to have a pussy #WomensMarch,1,1.0,1.0,0.4767
"RT @metallidan: Odd that local #btv &amp; national media missed @BernieSanders speech at the #womensmarch #womensmarchvt In full here!
https://…",1,1.0,0.0,-0.5848
"@andersoncooper who are these idiots you're talking to? ""pro-abortion march""?? GTFOutta here w/ that bs #cnn #WomensMarch",0,0.0,1.0,0.0
RT @Hells4Heroes: @rldewen @TOR_ONT_O @womensmarch I didn't attend any march. I went to work instead. No one is 'allowed' to criticise the…,0,0.0,1.0,-0.6249
RT @thealinemello: And they waved and had tiny knit hearts pinned to their uniforms 🤗 #atlantapolice #atlantamarch #weloveatl https://t.co/…,1,1.0,0.0,0.7964
Muslim Women bashing the #WomensMarch are especially stupid. These people protesting so you can walk around freely with ur hijab on.,1,0.0,0.0,-0.5563
"It's also to inspire strength in each other. We've learned from the best over the past 8 years. It's our turn now, and we've got this! https://t.co/icKARuHWWc",1,1.0,1.0,0.908
#WomensMarch #Worldwide 😻 #FuckingAwesome {37 Stunning Photos From Women's Marches Around The World} https://t.co/35Yl8jWrNK,1,0.0,0.0,0.6808
HEY HEY HO HO DONALD TRUMP HAS GOT TO GO! #WomensMarch #WomensMarchLosAngeles https://t.co/zT8uIMg5Ol,1,1.0,0.0,0.0
"RT @shereeny: does women being ""in charge"" explain the difference btwn police behavior at #womensmarch &amp; this, the day before? no. https://…",1,1.0,0.0,0.0
"RT @jakesaysyousuck: Hey Tomi, ever think about fuck you? https://t.co/bfLYHZbmHi",1,0.0,0.0,-0.5423
"Tomorrow my aunt marches in DC, while my cousins, another Aunt and I march in Boston. Born ready. #WomensMarch",1,1.0,0.0,0.3612
Squad Goals #nastywomenunite https://t.co/jb3jYSm6sh,1,1.0,0.0,0.0
RT @MatthewACherry: Literally the entire world is protesting against Trump right now. #WomensMarch https://t.co/6UjZY0emkQ,1,1.0,0.0,-0.4215
@realDonaldTrump More ppl came 2 #WomensMarch than #Inauguration day Might want 2 put civil rights back on https://t.co/pJWIWNXSYK,1,1.0,0.0,0.0772
can we stop applauding white guys for being at the #WomensMarch lol,1,0.0,0.0,0.5719
#WomensMarch  too bad none of them know how to vote.,0,0.0,1.0,-0.5423
RT @KatzOnEarth: It's as if most people didn't want him to be president. #WomensMarch https://t.co/YBZQOEDuBK,1,0.0,0.0,-0.1244
All of the women angry at the women who participated in the #WomensMarch today... you are more of the problem than men,1,0.0,0.0,-0.7402
Bravo for the #WomensMarch !,1,1.0,0.0,0.0
Let me catch you in the streets hoe. HOW BOUT DAH https://t.co/FwrfQF7TxQ,1,0.0,0.0,0.0
RT @grannypanie: So empowered #WomensMarch https://t.co/h2b6pJSlYp,1,1.0,1.0,0.0
